userid,browse_count,browse_countAvgMon,browse_meanAvgMon
125,21,21.0,110.0
126,684,228.0,119.0
127,2312,154.0,87.0
128,678,136.0,119.0
129,1638,182.0,122.0
130,810,116.0,103.0
131,396,79.0,75.0
132,84,84.0,111.0
133,225,56.0,104.0
135,252,63.0,104.0
136,80,80.0,102.0
137,264,66.0,111.0
138,624,208.0,113.0
139,77,77.0,108.0
140,270,90.0,112.0
141,256,128.0,105.0
142,168,56.0,101.0
143,224,112.0,128.0
145,330,165.0,120.0
146,345,172.0,120.0
147,530,132.0,110.0
148,176,176.0,115.0
149,117,117.0,117.0
150,456,91.0,106.0
151,265,66.0,105.0
153,126,126.0,113.0
154,110,110.0,112.0
155,180,60.0,113.0
156,518,130.0,121.0
157,495,99.0,103.0
158,340,85.0,115.0
159,510,102.0,119.0
160,651,108.0,117.0
161,135,68.0,111.0
164,238,26.0,54.0
165,126,63.0,107.0
166,155,52.0,114.0
167,420,84.0,98.0
168,63,32.0,118.0
169,144,144.0,106.0
171,252,84.0,110.0
172,140,70.0,118.0
173,78,78.0,105.0
174,448,90.0,100.0
176,240,80.0,112.0
177,72,36.0,139.0
178,126,126.0,120.0
179,184,92.0,120.0
180,575,82.0,105.0
181,130,43.0,128.0
183,7,7.0,20.0
184,287,72.0,121.0
186,196,98.0,96.0
187,80,40.0,101.0
189,792,113.0,130.0
192,84,84.0,113.0
193,96,96.0,99.0
194,80,80.0,112.0
195,256,85.0,123.0
196,1220,122.0,100.0
197,110,55.0,111.0
198,522,87.0,110.0
199,490,122.0,117.0
201,260,260.0,123.0
203,112,56.0,90.0
204,208,104.0,113.0
206,140,70.0,111.0
207,110,110.0,119.0
210,90,90.0,102.0
212,180,90.0,101.0
213,153,51.0,89.0
214,525,88.0,115.0
215,12,12.0,20.0
216,396,79.0,115.0
218,416,104.0,117.0
219,424,47.0,123.0
220,120,120.0,114.0
221,420,105.0,121.0
222,56,28.0,116.0
223,216,72.0,103.0
224,790,53.0,85.0
225,126,63.0,107.0
226,205,68.0,115.0
227,180,180.0,97.0
228,728,364.0,92.0
231,371,93.0,113.0
232,1040,95.0,105.0
233,396,66.0,99.0
234,240,60.0,101.0
237,408,204.0,122.0
238,30,15.0,118.0
239,153,76.0,68.0
240,544,109.0,117.0
241,248,124.0,102.0
242,80,80.0,112.0
243,240,240.0,105.0
244,329,82.0,109.0
246,72,72.0,164.0
247,54,54.0,105.0
248,165,165.0,117.0
251,396,198.0,116.0
252,315,158.0,106.0
253,140,70.0,112.0
254,120,60.0,112.0
255,56,56.0,88.0
258,286,143.0,125.0
259,322,107.0,112.0
263,279,140.0,96.0
266,270,270.0,112.0
267,200,100.0,121.0
270,72,72.0,91.0
272,972,122.0,101.0
273,474,59.0,79.0
274,470,118.0,113.0
275,966,97.0,125.0
276,585,117.0,122.0
277,168,84.0,112.0
278,621,78.0,101.0
279,360,72.0,109.0
281,30,30.0,75.0
282,320,107.0,79.0
283,414,138.0,121.0
284,270,68.0,111.0
287,469,94.0,119.0
288,216,72.0,109.0
289,740,148.0,108.0
290,16,16.0,118.0
291,4459,1486.0,103.0
292,91,91.0,119.0
293,252,84.0,115.0
294,672,75.0,122.0
295,156,156.0,118.0
297,1008,112.0,101.0
298,108,108.0,109.0
299,2076,148.0,88.0
300,693,99.0,91.0
303,468,156.0,108.0
304,330,82.0,103.0
305,630,210.0,102.0
306,7956,419.0,109.0
307,290,97.0,104.0
308,150,150.0,103.0
309,1513,252.0,118.0
310,198,66.0,107.0
311,48,24.0,115.0
313,136,136.0,124.0
314,234,117.0,129.0
316,312,45.0,63.0
317,132,66.0,115.0
318,234,78.0,114.0
319,102,102.0,97.0
320,144,72.0,101.0
322,138,69.0,113.0
323,96,48.0,111.0
324,156,52.0,121.0
325,78,78.0,117.0
326,1017,127.0,116.0
328,114,57.0,103.0
330,154,154.0,104.0
331,270,270.0,110.0
332,352,117.0,112.0
333,135,68.0,113.0
334,125,125.0,106.0
335,90,45.0,117.0
336,96,96.0,113.0
338,75,75.0,120.0
341,88,88.0,101.0
342,100,100.0,112.0
343,24,24.0,126.0
344,80,80.0,118.0
345,108,108.0,106.0
347,240,240.0,99.0
349,60,60.0,112.0
350,342,114.0,118.0
351,105,35.0,105.0
353,114,114.0,103.0
354,195,65.0,106.0
355,117,117.0,106.0
356,415,83.0,121.0
357,49,49.0,109.0
358,396,132.0,108.0
359,140,140.0,89.0
361,546,91.0,110.0
362,1690,130.0,114.0
363,88,88.0,125.0
364,96,96.0,124.0
365,650,81.0,108.0
366,360,36.0,62.0
367,826,206.0,114.0
369,430,108.0,118.0
370,880,147.0,114.0
371,328,109.0,107.0
372,1456,162.0,112.0
373,343,69.0,125.0
374,138,69.0,135.0
375,84,42.0,119.0
376,208,104.0,103.0
378,684,228.0,125.0
379,558,140.0,104.0
380,468,58.0,70.0
381,3266,272.0,107.0
382,2916,224.0,119.0
383,205,41.0,118.0
384,285,95.0,135.0
385,1115,93.0,97.0
386,576,144.0,98.0
387,5488,249.0,82.0
388,475,79.0,118.0
389,203,68.0,94.0
390,143,143.0,112.0
391,704,101.0,108.0
392,198,50.0,112.0
393,270,68.0,95.0
394,154,77.0,90.0
395,64,21.0,62.0
396,15,15.0,110.0
397,408,82.0,119.0
398,30,15.0,110.0
399,1056,176.0,119.0
400,160,80.0,101.0
401,70,35.0,47.0
402,143,72.0,111.0
403,120,60.0,99.0
404,472,94.0,109.0
405,168,168.0,122.0
406,988,141.0,61.0
407,297,148.0,111.0
408,204,68.0,111.0
409,308,154.0,102.0
410,540,180.0,115.0
411,242,81.0,149.0
412,40,40.0,126.0
413,360,180.0,121.0
414,510,170.0,115.0
415,629,314.0,98.0
416,602,120.0,113.0
417,198,66.0,113.0
418,384,96.0,116.0
419,215,36.0,116.0
420,1240,113.0,104.0
421,640,107.0,110.0
423,720,80.0,124.0
424,390,130.0,110.0
425,341,68.0,113.0
426,161,54.0,102.0
427,80,80.0,112.0
429,486,162.0,102.0
430,348,87.0,101.0
431,819,205.0,103.0
433,12,12.0,110.0
434,693,69.0,83.0
435,611,122.0,96.0
437,286,95.0,109.0
438,108,108.0,88.0
439,120,120.0,126.0
440,22,22.0,42.0
441,70,70.0,112.0
442,448,112.0,114.0
443,7,7.0,118.0
444,204,102.0,122.0
445,60,60.0,99.0
447,100,100.0,112.0
448,112,112.0,111.0
451,424,106.0,107.0
452,78,78.0,115.0
453,99,99.0,119.0
454,1890,126.0,116.0
456,266,133.0,95.0
457,90,90.0,112.0
458,1034,172.0,120.0
459,105,52.0,104.0
462,504,126.0,116.0
463,252,84.0,120.0
464,208,104.0,117.0
465,432,144.0,103.0
467,171,86.0,128.0
468,333,111.0,111.0
469,424,85.0,104.0
471,112,112.0,98.0
472,48,48.0,101.0
475,133,66.0,91.0
477,153,153.0,97.0
479,96,96.0,123.0
480,135,135.0,110.0
481,324,162.0,111.0
482,96,96.0,114.0
483,528,176.0,111.0
484,720,144.0,115.0
485,66,66.0,119.0
486,1053,132.0,109.0
487,469,117.0,94.0
488,160,80.0,118.0
489,570,71.0,101.0
490,918,131.0,119.0
491,1190,170.0,107.0
492,24,24.0,110.0
496,304,101.0,110.0
497,1012,169.0,118.0
498,56,56.0,101.0
499,128,128.0,115.0
500,469,94.0,113.0
501,114,38.0,78.0
503,1196,171.0,112.0
504,1032,172.0,107.0
505,144,36.0,94.0
506,1720,344.0,113.0
507,296,74.0,116.0
508,224,75.0,112.0
509,558,80.0,104.0
511,546,182.0,114.0
514,200,40.0,117.0
516,150,38.0,118.0
517,176,176.0,99.0
518,345,345.0,125.0
519,280,140.0,114.0
520,572,143.0,119.0
521,15,15.0,110.0
522,264,132.0,107.0
524,180,180.0,128.0
525,150,75.0,110.0
526,96,96.0,112.0
527,77,77.0,109.0
528,328,109.0,121.0
529,200,67.0,108.0
530,738,74.0,69.0
531,468,117.0,121.0
532,180,45.0,102.0
533,1551,172.0,112.0
534,28,28.0,110.0
536,210,210.0,111.0
537,756,94.0,117.0
540,320,320.0,99.0
541,1200,200.0,118.0
542,216,216.0,117.0
544,196,65.0,125.0
547,437,437.0,101.0
548,369,123.0,117.0
549,1034,172.0,118.0
550,400,80.0,125.0
553,312,31.0,53.0
554,190,190.0,100.0
555,711,178.0,116.0
556,176,88.0,111.0
557,112,56.0,68.0
560,231,77.0,113.0
561,621,124.0,112.0
562,32,32.0,130.0
563,224,112.0,112.0
564,100,100.0,112.0
566,260,130.0,93.0
568,120,60.0,110.0
569,258,86.0,107.0
570,224,112.0,117.0
573,48,48.0,98.0
574,12,6.0,118.0
575,90,45.0,102.0
576,156,52.0,132.0
580,256,85.0,112.0
581,270,135.0,123.0
582,50,50.0,112.0
583,108,108.0,123.0
585,32,32.0,126.0
586,105,52.0,111.0
588,60,20.0,134.0
589,90,45.0,101.0
590,60,60.0,112.0
591,184,92.0,115.0
592,484,161.0,116.0
593,456,114.0,115.0
594,138,69.0,108.0
595,330,110.0,112.0
597,646,323.0,113.0
598,432,108.0,93.0
599,441,74.0,110.0
600,396,198.0,89.0
602,472,67.0,115.0
603,96,48.0,70.0
604,324,108.0,115.0
605,2112,192.0,121.0
606,426,61.0,106.0
607,966,60.0,76.0
608,680,170.0,116.0
609,583,146.0,61.0
610,702,176.0,122.0
611,774,86.0,117.0
612,216,108.0,103.0
613,528,106.0,108.0
614,410,102.0,105.0
615,286,143.0,98.0
616,480,80.0,100.0
617,174,58.0,119.0
618,154,154.0,90.0
619,60,60.0,112.0
620,803,268.0,115.0
621,210,70.0,118.0
623,549,137.0,101.0
624,368,184.0,114.0
626,360,90.0,116.0
627,1890,111.0,98.0
629,294,98.0,117.0
630,320,160.0,99.0
631,364,182.0,114.0
632,300,150.0,91.0
633,153,153.0,109.0
634,160,53.0,112.0
635,84,42.0,116.0
636,7,7.0,118.0
637,102,102.0,116.0
638,238,26.0,46.0
639,376,63.0,119.0
641,90,22.0,106.0
642,192,96.0,111.0
643,240,60.0,108.0
644,872,87.0,112.0
645,396,99.0,113.0
646,336,168.0,121.0
647,140,70.0,111.0
648,290,145.0,122.0
649,84,84.0,103.0
650,32,16.0,114.0
651,36,18.0,110.0
652,136,136.0,94.0
653,660,94.0,107.0
654,792,113.0,110.0
656,603,151.0,120.0
659,36,36.0,110.0
660,700,140.0,116.0
661,360,180.0,116.0
662,256,64.0,79.0
663,48,48.0,101.0
664,42,42.0,106.0
667,780,156.0,113.0
670,78,78.0,120.0
671,120,60.0,102.0
672,121,60.0,88.0
673,272,136.0,110.0
675,40,40.0,101.0
678,10,10.0,146.0
680,90,45.0,110.0
681,108,54.0,113.0
682,360,120.0,112.0
683,408,68.0,107.0
684,24,24.0,110.0
685,240,80.0,129.0
686,900,150.0,84.0
687,240,120.0,112.0
690,132,44.0,116.0
691,126,126.0,100.0
692,448,112.0,114.0
693,368,184.0,116.0
694,110,55.0,111.0
695,594,85.0,116.0
696,1160,166.0,113.0
697,1080,64.0,121.0
698,808,101.0,112.0
699,240,240.0,117.0
700,350,117.0,109.0
701,3630,519.0,109.0
702,168,84.0,119.0
703,2226,93.0,103.0
704,315,63.0,115.0
705,304,34.0,111.0
706,413,83.0,103.0
707,132,44.0,75.0
708,324,81.0,102.0
709,1068,119.0,79.0
710,474,79.0,112.0
711,890,148.0,118.0
712,1729,288.0,119.0
713,572,114.0,107.0
714,1292,258.0,120.0
716,731,244.0,104.0
717,728,146.0,122.0
718,528,132.0,114.0
719,120,60.0,110.0
720,468,156.0,106.0
721,30,30.0,137.0
722,1240,113.0,117.0
723,230,33.0,109.0
725,369,123.0,118.0
726,270,90.0,105.0
727,168,168.0,91.0
728,828,83.0,102.0
730,224,75.0,120.0
731,132,132.0,117.0
732,20,20.0,110.0
734,48,48.0,101.0
735,216,72.0,101.0
736,490,122.0,114.0
737,234,234.0,115.0
738,448,149.0,108.0
739,329,110.0,94.0
740,448,90.0,123.0
741,672,168.0,115.0
742,250,125.0,121.0
743,392,98.0,123.0
745,15,15.0,110.0
747,310,78.0,108.0
748,675,84.0,110.0
749,414,138.0,112.0
750,504,101.0,113.0
751,560,93.0,108.0
752,150,38.0,108.0
753,210,210.0,119.0
754,336,56.0,119.0
755,70,70.0,93.0
756,120,120.0,98.0
757,130,43.0,103.0
758,138,46.0,111.0
760,104,104.0,115.0
761,424,85.0,119.0
762,120,60.0,104.0
763,96,48.0,106.0
764,180,90.0,112.0
767,192,96.0,128.0
768,176,88.0,75.0
769,120,120.0,112.0
770,170,170.0,106.0
771,196,49.0,107.0
772,140,70.0,128.0
774,195,195.0,98.0
777,231,58.0,101.0
778,126,63.0,107.0
779,72,72.0,111.0
780,150,75.0,119.0
782,279,93.0,110.0
787,147,74.0,103.0
789,138,138.0,132.0
790,260,130.0,115.0
791,90,90.0,90.0
792,120,60.0,117.0
793,140,70.0,112.0
794,288,96.0,108.0
796,126,126.0,121.0
799,45,22.0,122.0
800,352,176.0,102.0
802,228,114.0,121.0
803,250,125.0,116.0
804,144,144.0,112.0
805,200,67.0,106.0
807,108,108.0,98.0
809,168,168.0,118.0
810,387,129.0,116.0
812,140,140.0,118.0
813,196,196.0,110.0
814,598,199.0,115.0
815,696,174.0,117.0
816,132,132.0,105.0
818,128,43.0,109.0
819,32,32.0,101.0
820,648,108.0,110.0
821,88,88.0,105.0
822,442,147.0,101.0
824,654,93.0,120.0
825,250,250.0,112.0
826,400,100.0,112.0
827,216,72.0,105.0
828,1188,132.0,120.0
830,77,77.0,117.0
831,434,108.0,120.0
832,760,152.0,106.0
833,2548,212.0,115.0
834,70,70.0,112.0
835,90,45.0,106.0
836,444,111.0,114.0
837,204,51.0,111.0
838,780,156.0,109.0
839,26,26.0,110.0
840,1190,132.0,120.0
844,114,114.0,105.0
845,140,70.0,112.0
846,3330,278.0,109.0
848,216,108.0,99.0
849,182,182.0,100.0
850,168,168.0,113.0
851,91,46.0,111.0
852,440,55.0,110.0
853,185,37.0,76.0
854,204,51.0,104.0
855,1863,310.0,98.0
856,272,272.0,109.0
857,498,100.0,120.0
858,1360,151.0,117.0
859,258,64.0,116.0
860,585,292.0,121.0
861,140,70.0,119.0
862,156,78.0,103.0
863,891,148.0,113.0
864,288,96.0,112.0
865,162,162.0,115.0
866,104,104.0,96.0
867,110,55.0,105.0
868,798,133.0,127.0
869,552,138.0,108.0
870,1729,173.0,106.0
871,72,72.0,122.0
872,30,15.0,114.0
874,90,45.0,107.0
875,72,72.0,110.0
876,517,86.0,116.0
877,266,66.0,110.0
878,143,143.0,115.0
880,174,87.0,111.0
881,232,77.0,122.0
883,84,84.0,111.0
884,186,93.0,99.0
885,217,72.0,108.0
886,144,144.0,106.0
887,185,62.0,115.0
888,108,108.0,112.0
893,405,101.0,109.0
894,184,92.0,114.0
895,165,55.0,103.0
899,340,68.0,109.0
900,336,336.0,88.0
904,216,72.0,98.0
906,81,81.0,98.0
907,595,119.0,122.0
908,970,162.0,119.0
909,64,64.0,101.0
910,156,39.0,125.0
911,1425,475.0,113.0
913,360,120.0,113.0
914,368,92.0,111.0
915,240,120.0,106.0
917,584,65.0,81.0
918,280,70.0,107.0
919,266,66.0,112.0
920,1230,137.0,128.0
921,230,77.0,90.0
922,320,46.0,108.0
923,319,160.0,116.0
924,245,82.0,113.0
925,632,105.0,116.0
926,378,126.0,107.0
927,406,81.0,111.0
928,815,68.0,115.0
929,90,90.0,117.0
930,342,86.0,102.0
931,63,63.0,161.0
932,216,108.0,106.0
934,2280,152.0,102.0
935,4425,402.0,117.0
936,300,100.0,105.0
937,1595,145.0,113.0
938,222,56.0,112.0
939,30,30.0,110.0
940,342,86.0,102.0
941,1278,320.0,103.0
942,533,178.0,113.0
945,108,108.0,123.0
946,1428,238.0,115.0
947,376,75.0,108.0
948,135,68.0,109.0
949,150,150.0,116.0
950,187,94.0,111.0
953,72,72.0,99.0
955,112,56.0,104.0
956,220,220.0,102.0
957,180,180.0,98.0
958,970,139.0,117.0
959,588,84.0,111.0
960,176,176.0,107.0
962,728,121.0,126.0
963,187,187.0,122.0
964,285,142.0,101.0
965,324,65.0,111.0
966,1458,162.0,119.0
967,1089,109.0,79.0
968,270,135.0,120.0
971,170,170.0,112.0
972,594,119.0,116.0
973,264,132.0,83.0
974,336,168.0,123.0
975,637,106.0,120.0
976,150,75.0,104.0
977,402,100.0,108.0
978,200,40.0,108.0
979,133,133.0,130.0
980,238,60.0,101.0
981,240,80.0,112.0
982,104,52.0,119.0
983,170,85.0,101.0
984,392,56.0,78.0
985,112,56.0,117.0
986,55,55.0,108.0
987,48,48.0,101.0
991,91,91.0,115.0
992,84,84.0,98.0
993,440,220.0,91.0
994,196,98.0,123.0
995,175,88.0,116.0
997,702,117.0,118.0
999,171,43.0,108.0
1000,324,108.0,112.0
1001,170,85.0,95.0
1003,540,180.0,108.0
1004,360,120.0,122.0
1006,180,90.0,116.0
1007,80,80.0,112.0
1008,119,60.0,106.0
1009,64,64.0,101.0
1010,322,80.0,106.0
1012,210,52.0,116.0
1014,60,60.0,112.0
1018,252,84.0,123.0
1019,130,65.0,113.0
1021,6,6.0,118.0
1023,144,72.0,107.0
1024,369,53.0,135.0
1025,18,18.0,110.0
1026,351,58.0,129.0
1027,2772,132.0,112.0
1028,282,35.0,108.0
1030,682,227.0,120.0
1031,2189,199.0,103.0
1032,294,59.0,134.0
1033,1518,152.0,107.0
1035,1332,95.0,110.0
1037,308,154.0,116.0
1038,798,160.0,108.0
1039,497,83.0,87.0
1040,1032,86.0,107.0
1041,288,144.0,101.0
1043,510,128.0,115.0
1044,754,151.0,111.0
1046,352,88.0,114.0
1047,460,66.0,106.0
1048,90,45.0,107.0
1050,180,90.0,107.0
1051,224,75.0,122.0
1052,560,93.0,101.0
1053,260,65.0,100.0
1054,578,289.0,102.0
1055,432,72.0,120.0
1056,1638,164.0,111.0
1058,112,112.0,100.0
1059,672,112.0,115.0
1061,336,112.0,117.0
1062,1840,204.0,116.0
1063,696,87.0,108.0
1064,112,112.0,116.0
1065,1730,173.0,118.0
1066,1020,204.0,105.0
1067,285,48.0,111.0
1068,160,160.0,95.0
1069,273,136.0,110.0
1070,24,8.0,115.0
1072,1590,199.0,120.0
1073,416,139.0,113.0
1074,144,48.0,92.0
1075,108,108.0,98.0
1076,540,60.0,120.0
1077,256,128.0,124.0
1078,190,38.0,109.0
1079,210,105.0,125.0
1080,171,171.0,110.0
1081,368,92.0,114.0
1082,110,110.0,112.0
1083,120,120.0,129.0
1084,370,123.0,114.0
1085,161,54.0,115.0
1086,98,33.0,80.0
1087,612,87.0,80.0
1090,264,88.0,107.0
1091,279,56.0,61.0
1096,792,132.0,98.0
1098,64,64.0,136.0
1099,490,122.0,109.0
1102,329,110.0,110.0
1105,660,220.0,123.0
1106,25,12.0,92.0
1107,49,49.0,89.0
1109,387,194.0,120.0
1111,354,71.0,115.0
1113,675,96.0,113.0
1115,85,85.0,108.0
1118,100,50.0,112.0
1120,318,106.0,103.0
1121,48,48.0,82.0
1124,90,90.0,112.0
1127,95,95.0,121.0
1129,594,119.0,132.0
1130,350,175.0,119.0
1131,1010,126.0,113.0
1132,240,120.0,119.0
1133,120,120.0,101.0
1134,530,106.0,82.0
1135,1656,92.0,110.0
1138,403,134.0,84.0
1139,680,170.0,101.0
1140,500,100.0,113.0
1141,260,52.0,109.0
1142,176,44.0,115.0
1144,306,153.0,120.0
1145,204,102.0,133.0
1146,312,156.0,129.0
1147,22,11.0,20.0
1148,504,63.0,114.0
1149,385,38.0,57.0
1150,612,306.0,102.0
1151,792,113.0,109.0
1152,351,70.0,60.0
1153,392,131.0,102.0
1154,400,100.0,110.0
1155,756,84.0,118.0
1156,960,120.0,94.0
1158,140,47.0,116.0
1160,312,156.0,123.0
1162,364,182.0,104.0
1163,138,69.0,121.0
1164,603,100.0,118.0
1165,624,125.0,113.0
1166,1536,219.0,120.0
1169,1140,163.0,109.0
1171,7,7.0,118.0
1172,545,78.0,107.0
1173,132,132.0,105.0
1174,160,160.0,113.0
1175,216,216.0,107.0
1176,399,100.0,113.0
1177,672,134.0,111.0
1178,580,97.0,109.0
1179,414,138.0,114.0
1180,476,238.0,127.0
1181,68,68.0,126.0
1183,492,246.0,117.0
1184,60,60.0,114.0
1185,120,120.0,101.0
1186,407,136.0,121.0
1187,195,98.0,111.0
1188,36,36.0,104.0
1189,56,28.0,100.0
1190,144,144.0,115.0
1191,77,77.0,119.0
1192,704,176.0,128.0
1193,260,65.0,120.0
1194,126,63.0,107.0
1195,168,56.0,109.0
1196,192,96.0,112.0
1197,140,140.0,113.0
1198,168,168.0,122.0
1199,152,76.0,94.0
1200,415,69.0,115.0
1201,576,288.0,122.0
1202,290,97.0,103.0
1203,288,96.0,102.0
1204,410,59.0,106.0
1205,240,120.0,128.0
1206,192,192.0,115.0
1207,500,100.0,121.0
1209,60,60.0,112.0
1210,200,200.0,112.0
1211,594,198.0,97.0
1212,248,124.0,113.0
1213,144,144.0,116.0
1214,88,88.0,105.0
1215,192,48.0,108.0
1216,90,90.0,106.0
1218,385,64.0,110.0
1223,72,72.0,92.0
1224,108,108.0,99.0
1225,168,56.0,97.0
1227,552,184.0,100.0
1229,72,72.0,82.0
1230,24,24.0,110.0
1231,195,49.0,101.0
1232,351,176.0,121.0
1233,160,80.0,116.0
1234,75,75.0,117.0
1235,1540,513.0,112.0
1236,154,154.0,111.0
1237,108,108.0,98.0
1238,112,56.0,101.0
1240,100,50.0,112.0
1241,104,52.0,117.0
1242,120,120.0,112.0
1243,320,160.0,117.0
1246,400,200.0,109.0
1247,64,64.0,101.0
1248,297,99.0,111.0
1249,144,144.0,108.0
1250,210,70.0,111.0
1251,220,110.0,108.0
1252,210,70.0,114.0
1253,65,32.0,114.0
1254,150,150.0,118.0
1256,161,161.0,110.0
1257,80,80.0,115.0
1258,380,63.0,123.0
1259,96,96.0,96.0
1261,480,160.0,109.0
1264,112,112.0,113.0
1265,420,140.0,100.0
1266,224,75.0,102.0
1267,1384,106.0,122.0
1268,790,113.0,119.0
1269,507,169.0,123.0
1270,140,70.0,127.0
1271,2520,280.0,125.0
1275,418,139.0,122.0
1277,936,187.0,118.0
1278,575,64.0,118.0
1279,72,72.0,114.0
1280,490,98.0,119.0
1281,168,84.0,110.0
1282,182,91.0,118.0
1283,138,69.0,115.0
1285,870,218.0,114.0
1286,784,112.0,100.0
1287,350,117.0,129.0
1288,78,39.0,108.0
1289,740,148.0,116.0
1291,270,54.0,113.0
1292,1200,400.0,111.0
1293,390,195.0,107.0
1294,1066,178.0,110.0
1295,65,32.0,106.0
1296,472,79.0,107.0
1297,864,123.0,102.0
1298,340,113.0,107.0
1299,96,96.0,101.0
1301,616,308.0,113.0
1302,256,85.0,108.0
1303,220,73.0,111.0
1305,324,81.0,114.0
1306,323,323.0,111.0
1307,387,129.0,88.0
1308,360,90.0,112.0
1309,132,66.0,98.0
1310,161,80.0,102.0
1311,468,156.0,119.0
1313,132,66.0,121.0
1314,144,72.0,106.0
1315,585,117.0,106.0
1316,100,50.0,112.0
1317,520,173.0,90.0
1318,91,46.0,118.0
1319,198,99.0,102.0
1320,450,112.0,115.0
1321,903,129.0,111.0
1322,224,224.0,113.0
1323,680,227.0,106.0
1324,208,104.0,106.0
1325,637,106.0,109.0
1326,100,100.0,112.0
1327,711,142.0,123.0
1328,160,80.0,125.0
1329,210,70.0,107.0
1330,120,60.0,99.0
1331,100,50.0,101.0
1333,376,94.0,110.0
1334,855,122.0,112.0
1335,180,60.0,111.0
1336,72,36.0,110.0
1338,136,136.0,98.0
1339,860,123.0,115.0
1340,1260,315.0,123.0
1342,318,80.0,125.0
1344,680,136.0,100.0
1345,48,48.0,101.0
1347,115,58.0,111.0
1350,70,35.0,119.0
1352,565,81.0,97.0
1354,162,54.0,117.0
1355,217,108.0,130.0
1356,612,204.0,115.0
1357,342,86.0,107.0
1358,119,119.0,126.0
1359,98,98.0,100.0
1360,343,86.0,121.0
1361,192,96.0,98.0
1362,414,138.0,102.0
1364,210,35.0,107.0
1365,60,60.0,112.0
1366,700,175.0,101.0
1367,144,72.0,102.0
1368,504,126.0,115.0
1371,774,97.0,99.0
1372,120,60.0,131.0
1373,144,144.0,98.0
1374,112,112.0,123.0
1375,60,60.0,112.0
1376,224,112.0,89.0
1377,156,52.0,102.0
1378,28,28.0,69.0
1380,84,84.0,120.0
1381,250,83.0,93.0
1382,384,128.0,112.0
1383,154,154.0,119.0
1384,7,7.0,118.0
1386,88,88.0,105.0
1387,9,9.0,118.0
1388,288,58.0,104.0
1389,100,100.0,112.0
1390,105,105.0,109.0
1391,200,200.0,107.0
1392,140,70.0,116.0
1393,396,79.0,118.0
1394,2328,259.0,106.0
1395,693,99.0,85.0
1396,1360,91.0,102.0
1399,540,90.0,116.0
1400,99,99.0,128.0
1401,486,81.0,113.0
1402,418,139.0,112.0
1403,1070,134.0,110.0
1404,1144,191.0,121.0
1405,640,213.0,112.0
1407,360,90.0,111.0
1409,2064,147.0,96.0
1410,1793,112.0,83.0
1411,288,144.0,119.0
1413,608,122.0,104.0
1415,322,64.0,113.0
1416,60,60.0,112.0
1417,540,108.0,84.0
1418,780,78.0,106.0
1420,960,192.0,107.0
1421,952,317.0,107.0
1422,340,170.0,105.0
1423,228,114.0,110.0
1424,400,50.0,105.0
1425,342,114.0,121.0
1426,216,108.0,133.0
1427,261,130.0,120.0
1428,1260,105.0,114.0
1429,539,77.0,115.0
1430,240,120.0,110.0
1431,848,848.0,105.0
1432,144,72.0,102.0
1433,1484,186.0,112.0
1435,324,108.0,113.0
1436,636,106.0,116.0
1437,390,65.0,127.0
