userid,probability
56073,0.054530993104
56074,0.0899335816503
56075,0.0827331021428
56076,0.213779628277
56077,0.223201677203
56078,0.0425597168505
56079,0.158015459776
56080,0.0333894267678
56081,0.116737537086
56082,0.113233990967
56083,0.0491760633886
56084,0.146267339587
56085,0.0899202898145
56086,0.174511566758
56087,0.0808641463518
56088,0.374625593424
56089,0.108394108713
56090,0.195306316018
56091,0.037467841059
56092,0.150565385818
56093,0.159999102354
56094,0.16174069047
56095,0.193680167198
56096,0.120286099613
56097,0.049034062773
56098,0.129934921861
56099,0.240278527141
56100,0.0729683637619
56101,0.137856185436
56102,0.194225981832
56103,0.540179014206
56104,0.140964210033
56105,0.063992202282
56106,0.0273861717433
56107,0.0389417037368
56108,0.0696346908808
56109,0.370301544666
56110,0.110797569156
56111,0.0924142375588
56112,0.118295550346
56113,0.165717795491
56114,0.0275750905275
56115,0.12249596417
56116,0.0500372052193
56117,0.10924565047
56118,0.0904808714986
56119,0.121577188373
56120,0.0801435038447
56121,0.142009869218
56122,0.0357470922172
56123,0.037833340466
56124,0.052807521075
56125,0.315708875656
56126,0.177526056767
56127,0.0742944702506
56128,0.16766244173
56129,0.0737440213561
56130,0.0515846721828
56131,0.115326881409
56132,0.100647687912
56133,0.227356672287
56134,0.065287142992
56135,0.104407340288
56136,0.127993881702
56137,0.0561431460083
56138,0.0697016343474
56139,0.0773149952292
56140,0.0519915781915
56141,0.0987110435963
56142,0.0833826214075
56143,0.0387178957462
56144,0.137473449111
56145,0.120215266943
56146,0.0374999009073
56147,0.271499931812
56148,0.0768896639347
56149,0.081141680479
56150,0.182878300548
56151,0.155586540699
56152,0.0582578070462
56153,0.200389280915
56154,0.103498600423
56155,0.0593845210969
56156,0.0625090375543
56157,0.222549185157
56158,0.0682718381286
56159,0.069776698947
56160,0.0766383185983
56161,0.17844595015
56162,0.0505312010646
56163,0.141721412539
56164,0.0280373468995
56165,0.0295781083405
56166,0.0663835182786
56167,0.102627426386
56168,0.0682782828808
56169,0.0901739448309
56170,0.0637714415789
56171,0.0686020553112
56172,0.0751196146011
56173,0.0743119344115
56174,0.0748368054628
56175,0.592124462128
56176,0.187140271068
56177,0.0892180204391
56178,0.253721505404
56179,0.146783411503
56180,0.0940243303776
56181,0.113165579736
56182,0.12648203969
56183,0.0953148603439
56184,0.118615664542
56185,0.0493544228375
56186,0.101806037128
56187,0.095257088542
56188,0.239217191935
56189,0.15315708518
56190,0.191996946931
56191,0.404176443815
56192,0.029915900901
56193,0.120706096292
56194,0.055791106075
56195,0.125112593174
56196,0.149382635951
56197,0.0602555759251
56198,0.0304754469544
56199,0.0835397839546
56200,0.0714787244797
56201,0.0698441937566
56202,0.0408592820168
56203,0.143403947353
56204,0.230944648385
56205,0.116303555667
56206,0.203460693359
56207,0.0680575668812
56208,0.116881974041
56209,0.0693419799209
56210,0.144758060575
56211,0.117953665555
56212,0.190926000476
56213,0.150747209787
56214,0.0777783095837
56215,0.0544985346496
56216,0.166174024343
56217,0.0975488126278
56218,0.0483766123652
56219,0.111348599195
56220,0.17781701684
56221,0.0636309608817
56222,0.0718030408025
56223,0.0948905497789
56224,0.0269875172526
56225,0.0500969626009
56226,0.112358354032
56227,0.051144529134
56228,0.0791467875242
56229,0.0445243902504
56230,0.145038664341
56231,0.0883494392037
56232,0.052394606173
56233,0.0561514981091
56234,0.0269533917308
56235,0.0766430273652
56236,0.0840216353536
56237,0.0375547483563
56238,0.108368881047
56239,0.05071182549
56240,0.0240825787187
56241,0.108675286174
56242,0.0965103581548
56243,0.106233179569
56244,0.175522655249
56245,0.100113481283
56246,0.0999519005418
56247,0.104580767453
56248,0.0383314192295
56249,0.297191888094
56250,0.16098177433
56251,0.189879432321
56252,0.13491396606
56253,0.108448460698
56254,0.0883792117238
56255,0.071348272264
56256,0.0466796010733
56257,0.0861100181937
56258,0.122272051871
56259,0.176009461284
56260,0.792680442333
56261,0.132654905319
56262,0.18683385849
56263,0.309309005737
56264,0.183930769563
56265,0.132217526436
56266,0.0399236232042
56267,0.0279256124049
56268,0.200303867459
56269,0.0556579641998
56270,0.111411906779
56271,0.0811306759715
56272,0.103779383004
56273,0.141932845116
56274,0.196336314082
56275,0.161600142717
56276,0.415832489729
56277,0.149829626083
56278,0.0740594044328
56279,0.0351973213255
56280,0.167964622378
56281,0.0460341945291
56282,0.212910994887
56283,0.329648464918
56284,0.0887250006199
56285,0.0377817340195
56286,0.0740574076772
56287,0.144040584564
56288,0.31565156579
56289,0.15818965435
56290,0.124410547316
56291,0.256345450878
56292,0.0985634028912
56293,0.304113984108
56294,0.142097681761
56295,0.264132231474
56296,0.20583294332
56297,0.130746737123
56298,0.050390470773
56299,0.096167139709
56300,0.121663473547
56301,0.066267542541
56302,0.207070603967
56303,0.362013161182
56304,0.115468204021
56305,0.228185385466
56306,0.0898758918047
56307,0.048298433423
56308,0.0516925230622
56309,0.0964203476906
56310,0.0950778573751
56311,0.238341569901
56312,0.0691246017814
56313,0.0365983247757
56314,0.048359721899
56315,0.0642081052065
56316,0.169145047665
56317,0.039873663336
56318,0.0829068273306
56319,0.176913946867
56320,0.0346375927329
56321,0.188590407372
56322,0.146340817213
56323,0.0844890847802
56324,0.120808415115
56325,0.0721098557115
56326,0.109154634178
56327,0.0487157590687
56328,0.037701331079
56329,0.108147710562
56330,0.100782729685
56331,0.0632025077939
56332,0.0427185110748
56333,0.0826535671949
56334,0.0193886589259
56335,0.0616040304303
56336,0.125789657235
56337,0.241619959474
56338,0.0421969816089
56339,0.0467297583818
56340,0.0642848238349
56341,0.0168919023126
56342,0.104585804045
56343,0.122606322169
56344,0.0778324902058
56345,0.646396756172
56346,0.273420751095
56347,0.0192287508398
56348,0.0534033887088
56349,0.158179849386
56350,0.127199038863
56351,0.0804447978735
56352,0.166874408722
56353,0.0191631540656
56354,0.17247530818
56355,0.0665512233973
56356,0.144335821271
56357,0.0826429352164
56358,0.136992022395
56359,0.311356663704
56360,0.134486362338
56361,0.1085479334
56362,0.0164345130324
56363,0.0998298972845
56364,0.015712114051
56365,0.0510568469763
56366,0.230669870973
56367,0.474074721336
56368,0.0779270753264
56369,0.0471126176417
56370,0.069468408823
56371,0.188839927316
56372,0.0676281899214
56373,0.170406341553
56374,0.135296970606
56375,0.0328602679074
56376,0.269719362259
56377,0.0341109335423
56378,0.107084132731
56379,0.106570720673
56380,0.155999884009
56381,0.0422659032047
56382,0.127933576703
56383,0.0988229811192
56384,0.116797842085
56385,0.061901178211
56386,0.0974478423595
56387,0.0952988043427
56388,0.117724962533
56389,0.0754184573889
56390,0.12774990499
56391,0.0703980624676
56392,0.0859131067991
56393,0.140961736441
56394,0.0834882259369
56395,0.114742957056
56396,0.0605704300106
56397,0.10131444037
56398,0.117698892951
56399,0.0456789471209
56400,0.146171763539
56401,0.113704279065
56402,0.190554171801
56403,0.126488342881
56404,0.0690230801702
56405,0.0738640651107
56406,0.119452685118
56407,0.0819800198078
56408,0.0732786357403
56409,0.075011625886
56410,0.0675968304276
56411,0.0817427486181
56412,0.106477729976
56413,0.0716155096889
56414,0.148732736707
56415,0.130874544382
56416,0.117798425257
56417,0.108631491661
56418,0.139204502106
56419,0.169374495745
56420,0.103897452354
56421,0.100590072572
56422,0.0536216683686
56423,0.0397035367787
56424,0.0836820080876
56425,0.077413842082
56426,0.0350394509733
56427,0.254208475351
56428,0.180174663663
56429,0.0436709821224
56430,0.0792358368635
56431,0.0766112953424
56432,0.148493930697
56433,0.155154213309
56434,0.325934678316
56435,0.0476889573038
56436,0.197222441435
56437,0.0941414609551
56438,0.122097440064
56439,0.0642976611853
56440,0.0845347568393
56441,0.280229181051
56442,0.236761242151
56443,0.110809713602
56444,0.302074491978
56445,0.135863482952
56446,0.0725111067295
56447,0.0777830854058
56448,0.157351672649
56449,0.0803141593933
56450,0.105882808566
56451,0.307643890381
56452,0.0631625577807
56453,0.105266287923
56454,0.0600908100605
56455,0.0525489598513
56456,0.105513542891
56457,0.154452741146
56458,0.160257607698
56459,0.0481322742999
56460,0.0544863119721
56461,0.0891885012388
56462,0.113320060074
56463,0.107478961349
56464,0.125038921833
56465,0.163860425353
56466,0.0844548270106
56467,0.206352323294
56468,0.161853730679
56469,0.0774931609631
56470,0.0990898534656
56471,0.19032099843
56472,0.311002194881
56473,0.0859235525131
56474,0.475676864386
56475,0.12176631391
56476,0.262878775597
56477,0.368678808212
56478,0.0786884129047
56479,0.0763811916113
56480,0.107642360032
56481,0.0620588287711
56482,0.0431642085314
56483,0.124866656959
56484,0.0874552875757
56485,0.10943480581
56486,0.229554995894
56487,0.102538749576
56488,0.129142716527
56489,0.0402906425297
56490,0.139116629958
56491,0.0602308511734
56492,0.1023023054
56493,0.125347048044
56494,0.157763883471
56495,0.0916971489787
56496,0.105863556266
56497,0.104583390057
56498,0.134742572904
56499,0.168666481972
56500,0.0466086231172
56501,0.155656456947
56502,0.140558347106
56503,0.127694070339
56504,0.0617660619318
56505,0.0373218394816
56506,0.0567468926311
56507,0.0677784904838
56508,0.0521588623524
56509,0.143414095044
56510,0.211889132857
56511,0.121751889586
56512,0.0860956907272
56513,0.2616956532
56514,0.154148608446
56515,0.0698190182447
56516,0.0677016302943
56517,0.117692828178
56518,0.106673523784
56519,0.119618199766
56520,0.0690715536475
56521,0.0667304173112
56522,0.083581097424
56523,0.0732238516212
56524,0.152529627085
56525,0.0767134651542
56526,0.0255766492337
56527,0.0451201535761
56528,0.110754817724
56529,0.14675334096
56530,0.0290430765599
56531,0.0471017435193
56532,0.568386316299
56533,0.280927717686
56534,0.148759901524
56535,0.0569550208747
56536,0.0909072011709
56537,0.103074625134
56538,0.131149962544
56539,0.0854612365365
56540,0.0516888909042
56541,0.0496991015971
56542,0.096741579473
56543,0.177279859781
56544,0.0283156111836
56545,0.0797640755773
56546,0.111784219742
56547,0.138609960675
56548,0.0648847296834
56549,0.242382496595
56550,0.0950592532754
56551,0.166232645512
56552,0.10101647675
56553,0.106175757945
56554,0.0540844090283
56555,0.115864135325
56556,0.0401634536684
56557,0.0798591002822
56558,0.174929782748
56559,0.0671242848039
56560,0.111067131162
56561,0.143017783761
56562,0.0960744917393
56563,0.0777947455645
56564,0.100565724075
56565,0.0310767572373
56566,0.108499288559
56567,0.0320136919618
56568,0.205567419529
56569,0.0997011438012
56570,0.245903283358
56571,0.0126993590966
56572,0.149762421846
56573,0.117701888084
56574,0.29273417592
56575,0.0595722533762
56576,0.0247560292482
56577,0.109336182475
56578,0.106436088681
56579,0.08220513165
56580,0.0955913364887
56581,0.134053871036
56582,0.118436835706
56583,0.11182141304
56584,0.0518975034356
56585,0.0867732614279
56586,0.047482367605
56587,0.0552021563053
56588,0.112973757088
56589,0.159096047282
56590,0.0631768777966
56591,0.145775333047
56592,0.0946887806058
56593,0.0343176275492
56594,0.0629051849246
56595,0.113874301314
56596,0.0560531467199
56597,0.0676664859056
56598,0.129147782922
56599,0.0647345036268
56600,0.113844163716
56601,0.197104528546
56602,0.104060210288
56603,0.160701110959
56604,0.0493391416967
56605,0.14464661479
56606,0.0471816472709
56607,0.245720297098
56608,0.113226018846
56609,0.0209232345223
56610,0.225169286132
56611,0.0938577055931
56612,0.144405692816
56613,0.0699096173048
56614,0.0775469839573
56615,0.0677155703306
56616,0.0676014646888
56617,0.215321794152
56618,0.0507015809417
56619,0.0755554586649
56620,0.160425767303
56621,0.072354093194
56622,0.873332619667
56623,0.414621382952
56624,0.121264927089
56625,0.049812797457
56626,0.155881419778
56627,0.0890196412802
56628,0.0985797941685
56629,0.0847063437104
56630,0.175689443946
56631,0.132926374674
56632,0.0642307624221
56633,0.0805155485868
56634,0.0813528075814
56635,0.2297129035
56636,0.0316128693521
56637,0.206037133932
56638,0.158839970827
56639,0.0861420705914
56640,0.147054329515
56641,0.194104284048
56642,0.0705361142755
56643,0.14891679585
56644,0.218330800533
56645,0.307935655117
56646,0.178184449673
56647,0.0452762246132
56648,0.118464224041
56649,0.0490753948689
56650,0.098420843482
56651,0.14539155364
56652,0.0227834079415
56653,0.231405332685
56654,0.0830810815096
56655,0.135587394238
56656,0.0548899620771
56657,0.0745979323983
56658,0.0483532510698
56659,0.10511431098
56660,0.308018445969
56661,0.159382626414
56662,0.138898298144
56663,0.11983589828
56664,0.165910810232
56665,0.0866133794188
56666,0.234188824892
56667,0.131856486201
56668,0.12053412199
56669,0.109262652695
56670,0.0602296069264
56671,0.0736416876316
56672,0.0817103236914
56673,0.104379728436
56674,0.0657304227352
56675,0.0939416661859
56676,0.105474203825
56677,0.145650863647
56678,0.172771766782
56679,0.0366701409221
56680,0.0316596664488
56681,0.0631771236658
56682,0.0511503890157
56683,0.0319068133831
56684,0.0717347413301
56685,0.123544991016
56686,0.190741315484
56687,0.140618294477
56688,0.0815076157451
56689,0.318801373243
56690,0.11672000587
56691,0.100040689111
56692,0.112715102732
56693,0.16572111845
56694,0.0205569919199
56695,0.194060817361
56696,0.297648400068
56697,0.165890201926
56698,0.088917568326
56699,0.019958563149
56700,0.0354632772505
56701,0.103283509612
56702,0.137845039368
56703,0.114152982831
56704,0.0753368288279
56705,0.0503190085292
56706,0.0645917207003
56707,0.038952011615
56708,0.122008375823
56709,0.0820436179638
56710,0.271142423153
56711,0.196610078216
56712,0.292009681463
56713,0.0593622513115
56714,0.110335245728
56715,0.123121082783
56716,0.0251378398389
56717,0.120090641081
56718,0.0748465284705
56719,0.0990368127823
56720,0.0773639976978
56721,0.0736932903528
56722,0.143180027604
56723,0.103905647993
56724,0.0551032759249
56725,0.0865823701024
56726,0.0520414449275
56727,0.169474706054
56728,0.052373021841
56729,0.0762763619423
56730,0.0447487272322
56731,0.103916056454
56732,0.117990367115
56733,0.0869189351797
56734,0.110871434212
56735,0.221166953444
56736,0.117400191724
56737,0.0877579897642
56738,0.0860163122416
56739,0.19115883112
56740,0.0644680336118
56741,0.0816315412521
56742,0.0277744140476
56743,0.043683797121
56744,0.101854726672
56745,0.140421018004
56746,0.0555417947471
56747,0.158982932568
56748,0.0779295712709
56749,0.163598507643
56750,0.0499678812921
56751,0.0802138522267
56752,0.257644087076
56753,0.229736059904
56754,0.146722957492
56755,0.0894101783633
56756,0.0756028145552
56757,0.209372743964
56758,0.0415057875216
56759,0.0776985883713
56760,0.0909568592906
56761,0.126667022705
56762,0.203753098845
56763,0.197385087609
56764,0.385989785194
56765,0.0784171670675
56766,0.0850944444537
56767,0.319441199303
56768,0.139556691051
56769,0.0863279178739
56770,0.334063917398
56771,0.126488640904
56772,0.163776382804
56773,0.0547782331705
56774,0.0987857431173
56775,0.330177783966
56776,0.096785210073
56777,0.158739894629
56778,0.239519029856
56779,0.114426091313
56780,0.0840615183115
56781,0.0951962545514
56782,0.410994619131
56783,0.0300268381834
56784,0.0481691174209
56785,0.379611313343
56786,0.1958116889
56787,0.0618347711861
56788,0.0948894843459
56789,0.0438690595329
56790,0.157801240683
56791,0.226527675986
56792,0.323179602623
56793,0.0240961778909
56794,0.0921550840139
56795,0.224844634533
56796,0.0788514763117
56797,0.132298469543
56798,0.0949970409274
56799,0.0411319993436
56800,0.0441327542067
56801,0.121286846697
56802,0.0453931130469
56803,0.192163556814
56804,0.0517708398402
56805,0.155058175325
56806,0.147707998753
56807,0.210318729281
56808,0.617618024349
56809,0.0733938068151
56810,0.0561479069293
56811,0.0353617146611
56812,0.0636266320944
56813,0.216669738293
56814,0.106303691864
56815,0.0875739976764
56816,0.166302606463
56817,0.158692225814
56818,0.111583784223
56819,0.0452195741236
56820,0.290492653847
56821,0.0499020293355
56822,0.216451495886
56823,0.0833325237036
56824,0.169767394662
56825,0.0884687006474
56826,0.188285455108
56827,0.0797548666596
56828,0.0971201807261
56829,0.101063475013
56830,0.0192771684378
56831,0.0593401677907
56832,0.0858608335257
56833,0.0783233344555
56834,0.110451489687
56835,0.0552750453353
56836,0.048536427319
56837,0.277883350849
56838,0.14398676157
56839,0.167304188013
56840,0.155421793461
56841,0.477044939995
56842,0.0426647849381
56843,0.105985216796
56844,0.350651085377
56845,0.110354423523
56846,0.0718826428056
56847,0.0452231355011
56848,0.100756332278
56849,0.0712071284652
56850,0.161828234792
56851,0.118591815233
56852,0.411475390196
56853,0.0642843618989
56854,0.110561311245
56855,0.0870136991143
56856,0.107192210853
56857,0.0364637672901
56858,0.176024451852
56859,0.0783334821463
56860,0.121940001845
56861,0.0799106433988
56862,0.128781124949
56863,0.180006444454
56864,0.0994739308953
56865,0.0380897708237
56866,0.073856189847
56867,0.0915227532387
56868,0.130668997765
56869,0.0965162217617
56870,0.0629072636366
56871,0.0187954250723
56872,0.0367836877704
56873,0.135678842664
56874,0.102919556201
56875,0.0656827241182
56876,0.216971665621
56877,0.290832817554
56878,0.146275773644
56879,0.138680458069
56880,0.258056521416
56881,0.0471106618643
56882,0.125085398555
56883,0.172227218747
56884,0.0942652001977
56885,0.0768395513296
56886,0.0831773132086
56887,0.066397510469
56888,0.0734172686934
56889,0.0800534263253
56890,0.166190490127
56891,0.0986896529794
56892,0.0881188884377
56893,0.0849666371942
56894,0.173330277205
56895,0.212709054351
56896,0.103839784861
56897,0.238519906998
56898,0.387148857117
56899,0.177141487598
56900,0.117649182677
56901,0.170072168112
56902,0.280974447727
56903,0.0324179492891
56904,0.129433706403
56905,0.162999048829
56906,0.168689534068
56907,0.0773527696729
56908,0.0953519567847
56909,0.0870314463973
56910,0.0627950578928
56911,0.0895258933306
56912,0.0454443022609
56913,0.0770167782903
56914,0.0600927956402
56915,0.0987876951694
56916,0.100589007139
56917,0.0265799406916
56918,0.0504983104765
56919,0.164742350578
56920,0.0416782163084
56921,0.131776720285
56922,0.16271302104
56923,0.0516983196139
56924,0.11493203789
56925,0.04042519629
56926,0.109033167362
56927,0.0847533270717
56928,0.0436214916408
56929,0.0821842849255
56930,0.264268398285
56931,0.0936095863581
56932,0.160892248154
56933,0.0650138705969
56934,0.0309922005981
56935,0.0422856733203
